continous scale ebaluation for image quality																					continous evaluation scale for depth perception																		contonous evaluation scale for visual comfort																					
																																																												
																																																												
ID	AGE	SEXE	Content1	Content2	Content3	Content4	Content5	Content6	Content7	Content8	Content9	Content10	Content11	Content12	Content13	Content14	Content15	Content16			Content1	Content2	Content3	Content4	Content5	Content6	Content7	Content8	Content9	Content10	Content11	Content12	Content13	Content14	Content15	Content16			Content1	Content2	Content3	Content4	Content5	Content6	Content7	Content8	Content9	Content10	Content11	Content12	Content13	Content14	Content15	Content16						
6,00	35,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	1,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00	3,00	3,00	3,00						
7,00	25,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00						
8,00	20,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00						
9,00	25,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	1,00	2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	2,00	3,00						
10,00	27,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
11,00	25,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
12,00	25,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00						
13,00	26,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
14,00	21,00	m	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00						
15,00	22,00	m	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	1,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
16,00	21,00	F	3,00	2,00	1,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	3,00	2,00	1,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
17,00	22,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
18,00	21,00	f	2,00	2,00	3,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	3,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
19,00	25,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00						
20,00	25,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	3,00	3,00						
21,00	25,00	m	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	1,00	2,00	1,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
22,00	26,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
23,00	35,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
24,00	31,00	M	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00						
25,00	22,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			1,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	3,00	3,00						
26,00	23,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			1,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
27,00	21,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	1,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
28,00	21,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00						
29,00	21,00	f	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	1,00	3,00	2,00	1,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
30,00	21,00	m	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00						
31,00	21,00	M	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
32,00	21,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
33,00	22,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	3,00	1,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	3,00	1,00	2,00	3,00	3,00	2,00	3,00						
34,00	20,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00						
35,00	35,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	1,00	2,00	2,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00			1,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00						
36,00	19,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	1,00	2,00	2,00	3,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
37,00	32,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
38,00	21,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	2,00	3,00	2,00	2,00	2,00	1,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	2,00	3,00						
39,00	22,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
40,00	23,00	f	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
41,00	29,00	m	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00						
42,00	25,00	m	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			1,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00						
43,00	21,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00						
44,00	24,00	m	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00						
45,00	21,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	2,00	3,00						
46,00	21,00	M	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	3,00	3,00	2,00	3,00						
47,00	22,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
48,00	23,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
49,00	21,00	f	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00						
50,00	20,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	3,00						
51,00	20,00	m	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	1,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
52,00	20,00	f	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	1,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			1,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	1,00	2,00	2,00	3,00	3,00	3,00						
53,00	20,00	f	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	1,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	2,00	3,00						
54,00	21,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			1,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	3,00	2,00	3,00						
55,00	22,00	m	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00						
56,00	23,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00			2,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00						
57,00	21,00	f	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	1,00	2,00	2,00	3,00	2,00	3,00	3,00	3,00			3,00	2,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	2,00	3,00	2,00	3,00	3,00	3,00	3,00						
58,00	23,00	f	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00	3,00			2,00	3,00	3,00	2,00	1,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			2,00	3,00	2,00	2,00	3,00	3,00	2,00	2,00	3,00	2,00	2,00	3,00	3,00	3,00	2,00	3,00						
59,00	20,00	m	2,00	1,00	2,00	1,00	2,00	2,00	1,00	3,00	2,00	2,00	2,00	2,00	3,00	1,00	3,00	3,00			2,00	3,00	3,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00	3,00			1,00	2,00	2,00	2,00	3,00	2,00	2,00	2,00	3,00	2,00	2,00	2,00	2,00	3,00	3,00	3,00						
