3	3	5	3	4	3	3	3	3	4	5	4	3	3	4	4
4	4	4	3	4	3	4	3	4	4	3	4	3	4	4	4
2	3	4	4	3	4	4	4	4	3	4	3	3	3	3	4
3	4	3	3	4	3	4	4	3	3	3	3	3	3	4	4
3	3	3	4	4	3	3	3	3	3	3	3	4	4	4	3
4	3	4	4	3	4	4	4	4	4	4	3	4	4	3	4
3	4	4	3	2	4	3	3	3	4	3	4	3	3	4	4
4	4	3	3	3	3	4	4	2	4	4	4	3	3	4	3
3	4	3	3	3	4	4	3	4	3	4	3	4	4	4	3
3	4	4	3	4	4	4	4	3	4	4	3	4	3	4	4
3	3	4	3	3	4	5	3	4	3	3	2	4	3	4	5
4	4	4	3	3	4	3	4	3	3	4	3	3	4	3	3
3	3	3	3	4	3	3	3	3	4	4	3	4	4	3	3
4	3	4	4	5	3	4	3	4	4	3	4	4	4	4	4
2	4	4	3	4	3	4	2	4	3	4	3	4	5	4	5
4	4	3	3	2	3	3	3	2	3	4	3	4	3	3	4
4	3	4	3	4	4	3	4	3	4	4	4	3	3	4	3
3	3	4	3	4	3	3	4	3	3	4	5	3	4	3	3
4	4	4	3	4	4	4	3	4	3	4	4	3	4	3	4
3	3	4	3	4	3	3	3	5	4	4	4	4	3	4	4
3	4	3	4	4	4	3	4	3	3	3	3	3	4	3	4
3	3	3	4	3	3	4	3	3	3	3	3	4	4	3	3
4	3	4	4	4	3	3	4	4	4	4	3	4	4	3	4
4	3	4	4	4	4	3	4	4	3	4	3	4	4	4	3
3D_Low(16x25)
3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3
2	3	3	3	2	3	2	2	3	3	2	3	2	2	2	3
3	1	2	2	3	3	3	2	3	2	2	2	3	2	3	1
2	2	3	2	3	2	2	3	3	2	2	3	2	2	1	3
2	3	3	2	3	3	2	2	3	2	2	3	2	2	3	1
3	3	2	2	3	3	1	2	3	3	2	3	3	2	2	2
3	2	2	2	2	3	2	3	2	2	2	3	2	2	2	2
2	2	2	2	2	2	3	3	3	2	2	3	2	2	3	2
2	2	3	3	3	3	2	3	2	2	2	3	2	3	3	2
3	2	3	2	2	3	2	2	2	3	3	3	2	2	3	2
3	3	2	2	3	3	3	3	2	2	2	3	3	3	2	2
3	3	3	3	1	3	3	3	2	2	2	3	2	3	3	2
3	2	2	2	3	2	2	3	3	3	3	2	3	3	3	2
2	2	3	2	1	3	3	3	2	2	2	3	2	2	3	2
3	2	2	3	3	3	3	2	2	1	3	3	3	3	3	2
2	2	2	2	3	2	2	3	2	2	3	3	3	3	2	2
3	2	2	3	3	3	3	2	2	3	2	3	2	2	3	2
2	2	2	1	3	3	2	3	2	2	3	3	2	2	1	2
2	2	3	3	3	3	2	2	2	2	2	3	3	3	3	2
3	3	2	3	3	3	1	2	2	3	3	3	2	3	2	2
3	2	2	2	3	3	3	3	3	2	3	3	3	2	2	2
3	3	3	2	3	3	2	3	2	2	2	3	3	3	3	3
1	2	3	3	3	3	2	2	3	3	2	1	2	2	3	2
2	2	2	2	3	3	2	3	2	2	3	3	3	2	2	3
3	3	2	2	3	3	3	2	3	3	2	2	2	2	3	2
3	3	3	2	2	3	3	3	2	3	2	3	3	2	3	2
2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3
3	2	2	2	3	3	2	3	3	2	3	2	3	3	3	3
2	2	3	2	3	2	3	3	3	3	2	3	2	2	3	3
2	3	3	3	3	3	3	2	3	2	3	3	2	3	3	2
3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3
2	2	2	2	2	3	2	3	2	2	3	3	3	3	2	3
3	3	3	2	2	2	3	3	3	3	3	3	2	2	3	2
2	2	3	3	3	3	2	3	3	2	2	3	2	3	3	2
3	2	2	2	2	2	3	3	2	3	3	3	3	2	3	3
2	2	2	3	3	3	3	3	2	2	2	2	3	3	2	2
2	3	3	3	2	3	3	3	3	2	2	3	2	3	3	3
2	2	2	2	3	2	2	3	3	3	3	2	3	3	3	3
2	3	3	3	2	3	2	3	3	2	3	3	2	2	3	2
3	3	3	3	3	3	3	2	2	2	3	2	3	3	3	3
3	3	3	3	2	2	2	3	3	3	3	2	2	3	2	3
3	2	3	3	2	2	3	2	2	2	2	2	3	2	3	3
2	2	2	2	3	2	2	3	3	2	3	2	2	2	3	2
2	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3
2	3	3	3	2	2	3	3	2	3	3	3	3	3	2	3
3	2	2	3	3	2	3	3	3	3	2	3	3	2	3	2
3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	3
3	1	3	3	3	3	2	2	3	2	3	2	3	2	2	3
2	2	2	2	3	3	2	3	2	3	2	3	3	2	3	3
3	3	3	3	3	3	3	2	3	3	3	2	2	3	3	2
2D_Low(16x30)
3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3
4	3	3	4	3	3	4	3	3	3	3	3	3	4	3	3
3	3	2	3	4	3	3	4	3	3	4	3	3	3	4	4
3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	2
3	3	2	4	3	3	3	2	4	3	3	4	3	3	2	3
3	4	4	3	3	2	4	3	3	3	3	3	2	4	3	4
3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3
3	2	2	2	3	4	3	3	4	3	4	4	4	3	3	3
3	3	3	4	3	3	4	3	3	4	3	3	3	4	3	3
3	3	4	4	3	3	3	3	2	3	3	3	3	3	3	3
3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	4	3	3	3	3	4	3	4	4	3	3	3	4
3	3	3	3	4	3	3	3	2	3	3	3	3	3	3	3
3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3
4	4	3	4	3	3	3	3	3	2	2	3	3	3	3	3
3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3
2	3	3	2	3	2	2	3	3	4	2	3	2	2	3	3
3	3	3	3	4	3	4	4	3	3	2	3	3	4	4	4
3	2	3	2	3	3	4	4	4	4	2	3	3	4	4	3
3	3	3	4	3	3	4	3	3	3	2	3	3	4	3	3
3	3	3	3	3	3	3	3	3	4	3	2	3	3	3	3
3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3
2	2	3	3	4	2	3	3	3	3	3	4	2	3	3	2
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	4	3	3	3	4	2	2	2	3	3	3	4	2	2	3
3	3	4	3	3	4	3	3	4	3	2	3	4	3	3	3
4	4	3	3	3	2	3	3	3	4	3	2	2	3	3	3
3	3	3	4	3	3	2	2	2	3	2	2	3	2	2	4
2	3	4	3	3	4	3	4	3	3	3	3	3	3	4	3
3	3	4	2	3	3	4	3	3	2	3	2	3	3	3	3
3	3	3	4	3	3	4	4	3	3	3	2	3	3	2	2
3	2	4	3	3	3	4	4	3	2	3	4	4	3	2	2
3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	2
4	3	4	4	3	3	4	3	3	2	3	4	3	3	2	3
3	3	3	3	3	4	3	3	3	2	3	3	3	4	3	4
2	3	3	3	4	4	3	4	3	2	3	3	3	4	2	4
3	3	4	2	3	3	3	3	3	2	3	3	3	3	3	3
2	3	4	3	4	3	3	3	3	3	4	3	3	3	4	3
3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3
3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3
3	4	3	4	3	3	3	3	4	4	4	4	3	3	3	3
4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4
3	4	3	2	4	3	3	2	2	4	3	4	3	3	3	3
3	2	3	3	4	2	2	2	2	3	3	3	3	3	4	3
3	4	2	2	3	3	3	4	2	4	3	3	3	3	3	3
3	4	3	3	3	3	3	3	2	3	3	3	3	4	3	3
2	3	2	2	3	3	2	2	3	3	3	3	3	4	3	4
3	3	3	4	3	4	4	3	3	3	4	3	2	4	3	3
3	3	4	3	3	2	2	4	2	3	3	4	3	3	3	3
2	3	4	2	2	4	2	3	3	3	3	3	3	3	3	3
3	3	3	3	1	3	1	4	3	3	3	2	3	3	3	3
3	3	3	4	4	4	4	3	2	3	3	3	3	3	3	3
3	3	3	4	2	2	2	3	2	3	4	3	3	3	4	3
4	4	3	3	3	3	3	3	3	4	3	3	4	3	3	4
3	4	3	3	3	3	3	3	4	3	4	3	2	2	4	3
3	3	3	3	4	3	3	3	4	3	3	3	2	3	3	3
2	3	3	3	3	2	4	2	3	4	3	3	4	4	4	3
3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3
4	3	4	3	2	2	4	2	3	3	3	3	3	2	3	4
