High_3D (16,52)
97,00	69,00	100,00	100,00	79,00	76,00	100,00	85,00	100,00	80,00	100,00	90,00	100,00	100,00	97,00	100,00
80,00	90,00	87,00	87,00	73,00	77,00	90,00	90,00	100,00	76,00	80,00	67,00	96,00	100,00	96,00	100,00
90,00	77,00	92,00	92,00	77,00	100,00	100,00	90,00	80,00	100,00	90,00	90,00	82,00	100,00	100,00	95,00
88,00	87,00	82,00	100,00	100,00	73,00	90,00	76,00	100,00	80,00	80,00	76,00	77,00	90,00	87,00	100,00
86,00	95,00	80,00	97,00	77,00	74,00	90,00	100,00	90,00	95,00	85,00	87,00	79,00	95,00	82,00	100,00
85,00	96,00	67,00	100,00	82,00	71,00	90,00	90,00	90,00	69,00	100,00	82,00	87,00	100,00	76,00	82,00
90,00	87,00	72,00	97,00	90,00	72,00	65,00	90,00	100,00	90,00	80,00	67,00	87,00	100,00	86,00	100,00
100,00	92,00	90,00	100,00	72,00	82,00	100,00	72,00	90,00	77,00	77,00	69,00	77,00	90,00	87,00	97,00
90,00	97,00	87,00	100,00	67,00	77,00	90,00	88,00	90,00	62,00	100,00	67,00	72,00	95,00	86,00	100,00
100,00	82,00	70,00	97,00	90,00	73,00	95,00	85,00	71,00	90,00	80,00	62,00	67,00	97,00	81,00	100,00
88,00	87,00	87,00	98,00	100,00	76,00	90,00	86,00	88,00	67,00	90,00	66,00	85,00	100,00	87,00	100,00
73,00	77,00	92,00	95,00	90,00	75,00	91,00	89,00	85,00	77,00	90,00	77,00	77,00	97,00	100,00	97,00
80,00	88,00	97,00	100,00	77,00	90,00	90,00	100,00	75,00	100,00	88,00	62,00	87,00	90,00	90,00	100,00
90,00	87,00	92,00	100,00	90,00	76,00	90,00	100,00	86,00	76,00	100,00	67,00	92,00	90,00	87,00	100,00
90,00	72,00	82,00	97,00	76,00	100,00	100,00	71,00	77,00	69,00	85,00	76,00	97,00	100,00	96,00	100,00
90,00	76,00	86,00	100,00	67,00	67,00	76,00	90,00	99,00	67,00	90,00	75,00	95,00	95,00	87,00	99,00
90,00	57,00	88,00	92,00	69,00	72,00	97,00	90,00	95,00	76,00	90,00	67,00	72,00	90,00	100,00	100,00
86,00	87,00	85,00	94,00	62,00	90,00	90,00	77,00	78,00	90,00	100,00	100,00	87,00	90,00	97,00	100,00
86,00	100,00	90,00	90,00	72,00	73,00	73,00	82,00	100,00	90,00	88,00	82,00	40,00	90,00	90,00	100,00
72,00	100,00	100,00	67,00	73,00	76,00	95,00	81,00	100,00	73,00	85,00	81,00	42,00	90,00	100,00	90,00
75,00	82,00	67,00	77,00	76,00	71,00	100,00	80,00	82,00	75,00	90,00	85,00	77,00	100,00	85,00	100,00
87,00	77,00	86,00	95,00	75,00	90,00	90,00	85,00	80,00	77,00	62,00	90,00	87,00	90,00	90,00	80,00
100,00	100,00	90,00	90,00	100,00	67,00	95,00	100,00	100,00	100,00	90,00	86,00	47,00	90,00	97,00	90,00
90,00	90,00	90,00	67,00	69,00	69,00	90,00	90,00	90,00	97,00	90,00	72,00	37,00	80,00	90,00	100,00
86,00	85,00	82,00	97,00	67,00	77,00	85,00	87,00	90,00	88,00	86,00	90,00	82,00	100,00	77,00	100,00
